Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0005660	-	2L	-	544925	552923	0.249998	0.201601	0.502339
FBgn0031261	-	2L	+	545129	547096	0.000000	0.000000	0.000000
FBgn0260933	-	2L	-	553742	560310	3.689748	2.669466	6.651623
FBgn0031263	-	2L	+	559612	560523	38.715397	25.758226	64.182884
FBgn0031264	-	2L	-	560568	563819	0.143911	0.112004	0.279085
FBgn0031265	-	2L	+	564163	566472	5.816774	3.870031	9.643123
FBgn0021874	-	2L	-	566366	568121	9.896058	6.584071	16.405813
FBgn0031266	-	2L	+	568340	572907	31.862862	21.635206	53.909378
FBgn0031267	-	2L	-	573033	574264	73.217529	48.713276	121.380966
FBgn0031268	-	2L	+	574291	575734	41.365715	29.158234	72.654831
FBgn0013323	-	2L	-	575711	576896	0.000000	0.000000	0.000000
FBgn0023489	-	2L	+	577486	579549	0.124180	0.082620	0.205867
FBgn0010323	-	2L	-	583540	594685	0.000000	0.000000	0.000000
FBgn0267827	-	2L	+	588048	588784	0.000000	0.000000	0.000000
FBgn0031270	-	2L	+	602813	604430	7.791779	9.885618	24.632420
FBgn0263657	-	2L	+	605914	606412	0.000000	0.000000	0.000000
FBgn0263658	-	2L	-	608340	609134	0.000000	0.000000	0.000000
FBgn0040106	-	2L	-	620298	621201	0.000000	0.000000	0.000000
FBgn0266032	-	2L	+	623107	623665	0.000000	0.000000	0.000000
FBgn0266033	-	2L	-	623900	624323	0.000000	0.000000	0.000000
FBgn0040107	-	2L	+	624617	625556	0.315138	0.209668	0.522440
FBgn0031273	-	2L	+	625652	628200	0.000000	0.000000	0.000000
FBgn0266909	-	2L	+	628729	629052	0.000000	0.000000	0.000000
FBgn0284247	-	2L	-	640013	714983	0.067678	0.045028	0.112197
FBgn0266323	-	2L	+	710568	715307	0.000000	0.000000	0.000000
FBgn0011244	-	2L	+	728362	730564	0.066273	0.044093	0.109868
FBgn0026438	-	2L	-	737212	744395	0.446196	0.349108	0.869888
FBgn0031275	-	2L	+	749945	762399	0.000000	0.000000	0.000000
FBgn0031277	-	2L	+	779173	779655	0.000000	0.000000	0.000000
FBgn0041250	-	2L	+	780482	782885	0.000000	0.000000	0.000000
FBgn0031279	-	2L	+	784336	788776	0.001835	0.002919	0.007274
FBgn0000442	-	2L	-	786153	790798	0.000000	0.000000	0.000000
FBgn0266797	-	2L	+	799856	800323	0.000000	0.000000	0.000000
FBgn0051658	-	2L	+	810577	811531	38.020435	25.295855	63.030769
FBgn0086130	-	2L	+	811584	813380	16.578585	11.030107	27.484192
FBgn0031281	-	2L	-	813314	815950	9.516095	6.337378	15.791116
FBgn0031282	-	2L	+	815993	818096	4.441190	4.888229	12.180212
FBgn0031283	-	2L	-	816994	817950	0.000000	0.000000	0.000000
FBgn0031284	-	2L	-	818079	819508	11.157471	7.423317	18.497000
FBgn0015621	-	2L	+	819964	821209	27.865168	18.539326	46.195236
FBgn0031285	-	2L	+	821289	824337	55.539066	63.773514	158.907211
FBgn0031286	-	2L	-	824329	825861	10.377685	6.904508	17.204260
FBgn0010583	-	2L	+	825969	833241	36.265060	27.285023	67.987267
FBgn0020304	-	2L	-	833584	851071	47.484062	40.868881	101.834747
FBgn0264869	-	2L	+	850702	851163	0.000000	0.000000	0.000000
FBgn0031287	-	2L	-	851251	852730	13.221375	9.057648	22.569330
FBgn0020545	-	2L	+	852768	854539	21.626514	15.023024	37.433514
FBgn0031288	-	2L	+	855337	856639	9.333052	8.280165	20.632042
FBgn0266884	-	2L	+	857403	860079	0.000000	0.000000	0.000000
FBgn0262177	-	2L	+	857542	857632	0.000000	0.000000	0.000000
FBgn0031289	-	2L	+	860197	861806	0.000000	0.000000	0.000000
FBgn0029095	-	2L	-	861849	868354	5.738171	4.347837	10.833692
FBgn0086031	-	2L	-	865366	865493	0.000000	0.000000	0.000000
FBgn0020305	-	2L	-	868673	869857	44.749367	29.772762	74.186081
FBgn0053526	-	2L	+	870465	877038	52.663227	47.569592	118.531212
FBgn0031292	-	2L	-	877172	885141	0.000000	0.000000	0.000000
FBgn0002936	-	2L	+	877302	878270	0.000000	0.000000	0.000000
FBgn0002563	-	2L	+	898500	901316	14.083667	9.888149	24.638727
FBgn0003916	-	2L	-	901491	901654	3.434165	2.284827	5.693203
FBgn0046113	-	2L	+	914086	917805	0.000000	0.000000	0.000000
FBgn0028481	-	2L	+	922793	958098	0.000000	0.000000	0.000000
FBgn0031294	-	2L	-	1008378	1048053	1.829506	1.716317	4.276620
FBgn0287617	-	2L	+	1019659	1028737	0.000000	0.000000	0.000000
FBgn0031295	-	2L	-	1026105	1026897	0.000000	0.000000	0.000000
FBgn0031296	-	2L	+	1037246	1038685	69.927597	49.229565	122.667427
FBgn0003310	-	2L	-	1049674	1077815	61.778427	41.102581	102.417076
FBgn0015905	-	2L	+	1077948	1080803	25.596357	17.029835	42.433971
FBgn0031298	-	2L	+	1080911	1085380	10.933943	13.424850	33.451279
FBgn0031299	-	2L	-	1083091	1102504	0.047313	0.031478	0.078436
FBgn0261938	-	2L	-	1103254	1108373	19.956547	13.747127	34.254307
FBgn0031301	-	2L	+	1108540	1112694	0.000000	0.000000	0.000000
FBgn0031302	-	2L	+	1112941	1114138	0.000000	0.000000	0.000000
FBgn0016926	-	2L	-	1114654	1128953	52.368443	42.720940	106.449608
FBgn0031304	-	2L	+	1129316	1132411	39.699375	26.412889	65.814140
FBgn0031305	-	2L	-	1132332	1134098	5.797390	3.857134	9.610988
FBgn0031306	-	2L	+	1134693	1141156	0.601404	0.424988	1.058961
FBgn0267281	-	2L	+	1142869	1143216	0.000000	0.000000	0.000000
FBgn0031307	-	2L	+	1143201	1147395	0.000000	0.000000	0.000000
FBgn0283525	-	2L	+	1147822	1149449	12.784399	8.505750	21.194141
FBgn0031309	-	2L	-	1149445	1150677	34.445446	22.917334	57.104107
FBgn0031310	-	2L	+	1150766	1151764	31.485674	20.948130	52.197357
FBgn0261458	-	2L	-	1151678	1158262	86.516800	90.755775	226.140060
FBgn0264267	-	2L	-	1158576	1159355	0.000000	0.000000	0.000000
FBgn0031312	-	2L	+	1158661	1160220	54.780266	36.446548	90.815430
FBgn0031313	-	2L	-	1160290	1163886	0.874284	0.581681	1.449399
FBgn0031314	-	2L	+	1164443	1166425	7.862857	5.231336	13.035146
FBgn0031315	-	2L	+	1166506	1167211	29.788570	19.819008	49.383877
FBgn0024314	-	2L	-	1167172	1170365	27.709658	19.622458	48.894127
FBgn0051922	-	2L	+	1170181	1170789	3.518145	2.340701	5.832426
FBgn0031317	-	2L	-	1170753	1172805	52.060791	34.637218	86.307053
FBgn0031318	-	2L	+	1173009	1177589	37.435307	25.134481	62.628666
FBgn0031319	-	2L	+	1177690	1182454	15.627421	12.777442	31.838102
FBgn0031320	-	2L	-	1182297	1184020	28.959164	19.267185	48.008877
FBgn0031321	-	2L	+	1184065	1185698	11.892720	7.912496	19.715904
FBgn0031322	-	2L	+	1185757	1196807	0.544564	1.395841	3.478078
FBgn0031323	-	2L	-	1198465	1199266	0.000000	0.000000	0.000000
FBgn0263080	-	2L	+	1199412	1199924	0.000000	0.000000	0.000000
FBgn0263081	-	2L	+	1200205	1200663	3.200436	2.129323	5.305724
FBgn0040723	-	2L	+	1200671	1201220	1.345455	1.111374	2.769259
FBgn0031324	-	2L	+	1204215	1205250	0.000000	0.000000	0.000000
FBgn0031327	-	2L	+	1240036	1243018	0.157423	0.104737	0.260978
FBgn0041097	-	2L	+	1256417	1296596	0.088087	0.075792	0.188853
FBgn0053126	-	2L	-	1359837	1361821	2.301131	1.530994	3.814845
FBgn0031337	-	2L	+	1367996	1369050	4.253935	3.136299	7.814852
FBgn0266203	-	2L	-	1380083	1381326	0.318097	0.211637	0.527345
FBgn0002543	-	2L	-	1380086	1420453	0.102850	0.068428	0.170506
FBgn0266202	-	2L	+	1381211	1382796	0.000000	0.000000	0.000000
FBgn0051928	-	2L	+	1492295	1493859	0.364856	0.258058	0.643014
FBgn0053128	-	2L	+	1494070	1495456	0.325162	0.216338	0.539058
FBgn0051926	-	2L	+	1495460	1497071	2.328164	1.712828	4.267927
FBgn0051661	-	2L	+	1497243	1498583	2.436459	1.621031	4.039193
FBgn0031343	-	2L	-	1498455	1500608	0.659031	0.459587	1.145172
FBgn0031344	-	2L	-	1500784	1502904	6.721270	4.618099	11.507116
FBgn0264873	-	2L	+	1500830	1504204	0.000000	0.000000	0.000000
FBgn0261509	-	2L	+	1555129	1609389	0.000000	0.000000	0.000000
FBgn0031347	-	2L	-	1584866	1587155	0.000000	0.000000	0.000000
FBgn0051935	-	2L	-	1594822	1611157	19.246567	12.805176	31.907206
FBgn0031351	-	2L	+	1611410	1612576	34.451561	22.921402	57.114243
FBgn0021906	-	2L	-	1612429	1614160	29.239170	22.568243	56.234261
FBgn0267259	-	2L	-	1646932	1647163	0.000000	0.000000	0.000000
FBgn0086758	-	2L	+	1651258	1704682	0.157765	0.198818	0.495403
FBgn0011570	-	2L	+	1704902	1706962	60.076771	49.969318	124.510704
FBgn0031356	-	2L	-	1707132	1710421	69.930206	46.526146	115.931206
FBgn0266311	-	2L	+	1708452	1709244	0.000000	0.000000	0.000000
FBgn0031357	-	2L	+	1710462	1711465	28.214869	20.647581	51.448467
FBgn0086698	-	2L	-	1711302	1715851	10.825953	7.718146	19.231638
FBgn0031359	-	2L	-	1716244	1724388	21.822712	14.748758	36.750118
FBgn0000579	-	2L	-	1724768	1729636	261.308533	334.796295	834.226440
FBgn0260648	-	2L	+	1728732	1729762	4.904324	3.262958	8.130451
FBgn0031360	-	2L	+	1729887	1731070	26.442680	17.592913	43.837017
FBgn0031361	-	2L	-	1731033	1732356	16.968168	14.350531	35.757835
FBgn0264494	-	2L	+	1732524	1750612	1.906841	2.667125	6.645791
FBgn0027597	-	2L	-	1750687	1752122	16.169220	10.757747	26.805542
FBgn0031364	-	2L	+	1752308	1752848	0.000000	0.000000	0.000000
FBgn0041249	-	2L	-	1755253	1756451	0.000000	0.000000	0.000000
FBgn0031365	-	2L	-	1758286	1759093	0.249064	0.165708	0.412902
FBgn0045497	-	2L	+	1784062	1785286	0.000000	0.000000	0.000000
FBgn0045498	-	2L	-	1789141	1790361	0.000000	0.000000	0.000000
FBgn0265138	-	2L	-	1790617	1791823	0.000000	0.000000	0.000000
FBgn0045500	-	2L	-	1792057	1793268	0.000000	0.000000	0.000000
FBgn0045501	-	2L	-	1793668	1794917	0.000000	0.000000	0.000000
FBgn0051665	-	2L	+	1836538	1858550	0.080480	0.053610	0.133583
FBgn0264882	-	2L	-	1839494	1839896	0.000000	0.000000	0.000000
FBgn0264883	-	2L	-	1840070	1840808	0.000000	0.000000	0.000000
FBgn0051663	-	2L	-	1858609	1881480	0.000000	0.000000	0.000000
FBgn0031372	-	2L	+	1869803	1871032	0.000000	0.000000	0.000000
FBgn0264884	-	2L	+	1872693	1873511	0.000000	0.000000	0.000000
FBgn0031374	-	2L	+	1884622	1944289	7.838316	24.742996	61.653187
FBgn0011859	-	2L	-	1938089	1938159	0.000000	0.000000	0.000000
FBgn0040719	-	2L	-	1945150	1945709	0.000000	0.000000	0.000000
FBgn0053673	-	2L	-	1945815	1946728	0.000000	0.000000	0.000000
FBgn0031375	-	2L	-	1950239	1970362	0.000000	0.000000	0.000000
FBgn0051942	-	2L	+	1965426	1965498	0.000000	0.000000	0.000000
FBgn0267972	-	2L	+	1973957	1975413	28.294449	18.824936	46.906902
FBgn0031377	-	2L	-	1975463	1980755	47.681248	31.723412	79.046585
FBgn0031378	-	2L	+	1981176	1982099	14.162362	9.422540	23.478546
FBgn0031379	-	2L	+	1982217	1984514	42.530857	28.296740	70.508202
FBgn0001125	-	2L	-	1984512	1987758	244.755081	179.280273	446.720367
FBgn0031381	-	2L	+	1988290	1988940	80.076805	53.276909	132.752365
FBgn0262148	-	2L	+	1989450	1990894	0.000000	0.000000	0.000000
FBgn0043539	-	2L	-	1991381	1992160	0.000000	0.000000	0.000000
FBgn0053543	-	2L	-	1997102	2006313	0.000000	0.000000	0.000000
FBgn0263441	-	2L	+	2000058	2003935	0.000000	0.000000	0.000000
FBgn0040718	-	2L	-	2006763	2007193	6.820000	4.537500	11.306284
FBgn0267276	-	2L	+	2006867	2007688	0.000000	0.000000	0.000000
FBgn0040717	-	2L	+	2008414	2009072	0.640152	0.591787	1.474581
FBgn0051943	-	2L	+	2009155	2009226	0.000000	0.000000	0.000000
FBgn0051944	-	2L	+	2009538	2009609	0.000000	0.000000	0.000000
FBgn0031384	-	2L	+	2009859	2030788	7.244545	24.464767	60.959915
FBgn0051939	-	2L	-	2010646	2010717	0.000000	0.000000	0.000000
FBgn0051940	-	2L	-	2010869	2010940	0.000000	0.000000	0.000000
FBgn0051669	-	2L	-	2013179	2013250	0.000000	0.000000	0.000000
FBgn0286732	-	2L	-	2014449	2014575	0.000000	0.000000	0.000000
FBgn0011860	-	2L	+	2031692	2031762	0.000000	0.000000	0.000000
FBgn0259192	-	2L	-	2032519	2036041	0.000000	0.000000	0.000000
FBgn0259230	-	2L	-	2036409	2037265	0.000000	0.000000	0.000000
FBgn0003557	-	2L	+	2037714	2044372	72.044395	62.503826	155.743469
FBgn0266836	-	2L	-	2044517	2045381	0.000000	0.000000	0.000000
FBgn0028952	-	2L	+	2045494	2048054	7.979018	5.434785	13.542089
FBgn0026396	-	2L	+	2054589	2057967	0.000000	0.000000	0.000000
FBgn0053516	-	2L	-	2058790	2109878	0.368354	0.245074	0.610662
FBgn0031388	-	2L	+	2079919	2081286	0.000000	0.000000	0.000000
FBgn0266043	-	2L	+	2082031	2082347	0.000000	0.000000	0.000000
FBgn0264864	-	2L	+	2083362	2084419	0.000000	0.000000	0.000000
FBgn0031389	-	2L	-	2127309	2129237	0.000000	0.000000	0.000000
FBgn0004507	-	2L	+	2130813	2137296	309.710236	208.668304	519.947815
FBgn0031390	-	2L	-	2137350	2145187	42.546726	28.317059	70.558830
FBgn0031391	-	2L	-	2145297	2147275	25.449921	18.298800	45.595905
FBgn0027509	-	2L	+	2147518	2151664	20.511509	13.646770	34.004242
FBgn0031392	-	2L	+	2151754	2155389	91.476112	65.100792	162.214432
FBgn0031393	-	2L	+	2155753	2156790	0.774312	0.515167	1.283664
FBgn0000097	-	2L	-	2156484	2178754	13.682717	24.426773	60.865242
FBgn0265017	-	2L	+	2181962	2185495	0.000000	0.000000	0.000000
FBgn0264875	-	2L	-	2186975	2187970	0.000000	0.000000	0.000000
FBgn0051946	-	2L	+	2187007	2187079	0.000000	0.000000	0.000000
FBgn0266828	-	2L	-	2188620	2189405	0.000000	0.000000	0.000000
FBgn0031395	-	2L	-	2189914	2192386	94.583229	63.008690	157.001465
FBgn0264874	-	2L	+	2190191	2191272	0.000000	0.000000	0.000000
FBgn0085201	-	2L	-	2192525	2197912	0.262990	0.190531	0.474755
FBgn0051668	-	2L	-	2203721	2206166	0.000000	0.000000	0.000000
FBgn0053124	-	2L	-	2206525	2209102	0.000000	0.000000	0.000000
FBgn0031397	-	2L	-	2209574	2212571	0.000000	0.000000	0.000000
FBgn0010288	-	2L	-	2212738	2214211	349.587799	249.127945	620.762817
FBgn0085203	-	2L	+	2214266	2215167	4.208599	2.800076	6.977070
FBgn0031398	-	2L	-	2214972	2216311	45.473785	30.258560	75.396561
FBgn0040715	-	2L	-	2216503	2217246	5.696176	3.789795	9.443194
FBgn0259717	-	2L	-	2216503	2217246	9.318295	6.199672	15.447989
FBgn0031399	-	2L	+	2217290	2220625	10.692321	7.113842	17.725868
FBgn0031401	-	2L	+	2220748	2225544	21.743893	21.631191	53.899372
FBgn0031403	-	2L	-	2225545	2226294	19.375181	12.890746	32.120426
FBgn0267378	-	2L	+	2226342	2231099	72.440620	62.743240	156.340027
FBgn0264945	-	2L	-	2226753	2227604	0.000000	0.000000	0.000000
FBgn0262126	-	2L	-	2231106	2236844	35.114353	24.717325	61.589222
FBgn0264946	-	2L	+	2236347	2237022	0.000000	0.000000	0.000000
FBgn0051679	-	2L	-	2237076	2238251	0.000000	0.000000	0.000000
FBgn0052463	-	2L	-	2238304	2239384	0.000000	0.000000	0.000000
FBgn0051682	-	2L	-	2239414	2240593	0.000000	0.000000	0.000000
FBgn0264979	-	2L	+	2242378	2245274	22.774521	16.521235	41.166672
FBgn0262106	-	2L	+	2245230	2247383	0.000000	0.000000	0.000000
FBgn0011832	-	2L	-	2250431	2251275	0.000000	0.000000	0.000000
FBgn0042186	-	2L	-	2251510	2252341	0.501202	0.360311	0.897802
FBgn0042187	-	2L	+	2253045	2253852	0.000000	0.000000	0.000000
FBgn0031406	-	2L	-	2254176	2255050	0.320000	0.212903	0.530500
FBgn0266022	-	2L	-	2257635	2258000	0.000000	0.000000	0.000000
FBgn0266023	-	2L	-	2259396	2259730	0.000000	0.000000	0.000000
FBgn0031407	-	2L	+	2263442	2264241	0.000000	0.000000	0.000000
FBgn0054049	-	2L	-	2264231	2265321	0.000000	0.000000	0.000000
FBgn0250841	-	2L	-	2268106	2269140	0.000000	0.000000	0.000000
FBgn0264084	-	2L	-	2271319	2279714	0.000000	0.000000	0.000000
FBgn0264085	-	2L	-	2283705	2285003	0.000000	0.000000	0.000000
FBgn0031409	-	2L	+	2285163	2285926	0.000000	0.000000	0.000000
FBgn0051681	-	2L	-	2285925	2286873	0.793467	0.527911	1.315420
FBgn0261523	-	2L	-	2287025	2287907	0.000000	0.000000	0.000000
FBgn0031410	-	2L	-	2288503	2289416	0.000000	0.000000	0.000000
FBgn0028570	-	2L	-	2290224	2290738	0.000000	0.000000	0.000000
FBgn0051949	-	2L	+	2300103	2300888	0.000000	0.000000	0.000000
FBgn0031412	-	2L	+	2307948	2308872	2.035763	1.354439	3.374914
FBgn0031413	-	2L	-	2308761	2357356	9.920252	6.675170	16.632809
FBgn0031414	-	2L	+	2311680	2358944	0.169368	0.112684	0.280780
FBgn0014010	-	2L	-	2359142	2365273	77.982887	106.784058	266.078430
FBgn0261647	-	2L	+	2365345	2370137	14.796202	10.032975	24.999596
FBgn0031417	-	2L	-	2370152	2371524	0.264443	0.175940	0.438397
FBgn0031418	-	2L	-	2372455	2374627	27.864370	20.805391	51.841694
FBgn0031419	-	2L	+	2374713	2375697	11.904198	7.920131	19.734934
FBgn0266317	-	2L	-	2374955	2375582	0.000000	0.000000	0.000000
FBgn0031420	-	2L	+	2375841	2380506	17.016642	14.640970	36.481537
FBgn0264672	-	2L	+	2381097	2383073	11.074371	7.368030	18.359236
FBgn0031422	-	2L	+	2383202	2384747	5.284662	3.516005	8.760981
FBgn0287218	-	2L	+	2391660	2392105	0.289238	0.192437	0.479502
FBgn0031424	-	2L	+	2400295	2410662	0.127027	0.087456	0.217918
FBgn0031426	-	2L	-	2410624	2415322	0.000000	0.000000	0.000000
FBgn0031428	-	2L	+	2420830	2424647	0.440191	0.408133	1.016962
FBgn0000490	-	2L	+	2428372	2459823	0.231862	0.313158	0.780309
FBgn0012017	-	2L	-	2459924	2460044	0.000000	0.000000	0.000000
FBgn0012016	-	2L	+	2462593	2462686	0.000000	0.000000	0.000000
FBgn0266824	-	2L	-	2471644	2472978	0.000000	0.000000	0.000000
FBgn0264978	-	2L	-	2488197	2492671	9.938151	7.996500	19.925224
FBgn0011818	-	2L	+	2492955	2498846	74.795380	53.448086	133.178894
FBgn0265818	-	2L	-	2507312	2507596	0.000000	0.000000	0.000000
FBgn0031430	-	2L	-	2517102	2518037	0.000000	0.000000	0.000000
FBgn0267738	-	2L	+	2517205	2518845	0.000000	0.000000	0.000000
FBgn0264943	-	2L	-	2532999	2533569	0.000000	0.000000	0.000000
FBgn0031431	-	2L	-	2551145	2552825	0.000000	0.000000	0.000000
FBgn0264944	-	2L	+	2555750	2556089	0.000000	0.000000	0.000000
FBgn0031432	-	2L	-	2562483	2564830	0.000000	0.000000	0.000000
FBgn0041337	-	2L	-	2564886	2573037	0.000000	0.000000	0.000000
FBgn0026778	-	2L	-	2573436	2575052	2.454593	1.633096	4.069256
FBgn0085343	-	2L	-	2573436	2575052	8.586512	5.712800	14.234831
FBgn0031434	-	2L	-	2575280	2576997	66.596138	47.148357	117.481590
FBgn0031435	-	2L	+	2577687	2579179	119.901543	79.773201	198.774323
FBgn0031436	-	2L	-	2579201	2580172	69.496597	54.710426	136.324326
FBgn0031437	-	2L	+	2580292	2581423	52.773895	40.055798	99.808762
FBgn0026479	-	2L	-	2581281	2585430	86.946274	61.129543	152.319107
FBgn0250835	-	2L	+	2591869	2592773	0.672611	0.598450	1.491184
FBgn0051690	-	2L	+	2677734	2719431	0.000000	0.000000	0.000000
FBgn0031446	-	2L	-	2695330	2696437	0.000000	0.000000	0.000000
FBgn0031449	-	2L	+	2725674	2739830	17.540049	40.452335	100.796829
FBgn0263564	-	2L	+	2737568	2737661	0.000000	0.000000	0.000000
FBgn0031450	-	2L	+	2739986	2743377	51.748089	36.484264	90.909416
