Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0261509	-	2L	+	1555129	1609389	0.000000	0.000000	0.000000
FBgn0031347	-	2L	-	1584866	1587155	0.000000	0.000000	0.000000
FBgn0051935	-	2L	-	1594822	1611157	12.607260	12.003820	27.649515
FBgn0031351	-	2L	+	1611410	1612576	24.483009	23.311142	53.694725
FBgn0021906	-	2L	-	1612429	1614160	21.461088	22.243307	51.235077
FBgn0086758	-	2L	+	1651258	1704682	0.071273	0.128540	0.296079
FBgn0011570	-	2L	+	1704902	1706962	54.577507	65.739044	151.422867
FBgn0031356	-	2L	-	1707132	1710421	52.696224	50.173946	115.570320
FBgn0266311	-	2L	+	1708452	1709244	0.000000	0.000000	0.000000
FBgn0031357	-	2L	+	1710462	1711465	23.052940	23.129826	53.277081
FBgn0086698	-	2L	-	1711302	1715851	9.020322	8.850081	20.385216
FBgn0031359	-	2L	-	1716244	1724388	17.231277	16.655664	38.364536
FBgn0000579	-	2L	-	1724768	1729636	234.175064	436.767639	1006.047485
FBgn0260648	-	2L	+	1728732	1729762	3.004537	2.860727	6.589377
FBgn0031360	-	2L	+	1729887	1731070	24.495193	23.322744	53.721447
FBgn0031361	-	2L	-	1731033	1732356	13.172530	15.272625	35.178856
FBgn0264494	-	2L	+	1732524	1750612	1.511958	3.026461	6.971128
FBgn0027597	-	2L	-	1750687	1752122	14.806407	14.097707	32.472557
FBgn0031364	-	2L	+	1752308	1752848	0.000000	0.000000	0.000000
FBgn0041249	-	2L	-	1755253	1756451	0.000000	0.000000	0.000000
FBgn0031365	-	2L	-	1758286	1759093	0.331461	0.315596	0.726941
FBgn0045497	-	2L	+	1784062	1785286	0.000000	0.000000	0.000000
FBgn0045498	-	2L	-	1789141	1790361	0.000000	0.000000	0.000000
FBgn0265138	-	2L	-	1790617	1791823	0.000000	0.000000	0.000000
FBgn0051665	-	2L	+	1836538	1858550	0.000000	0.000000	0.000000
FBgn0264882	-	2L	-	1839494	1839896	0.000000	0.000000	0.000000
FBgn0264883	-	2L	-	1840070	1840808	0.000000	0.000000	0.000000
FBgn0031374	-	2L	+	1884622	1944289	5.875995	26.584843	61.235340
FBgn0011859	-	2L	-	1938089	1938159	0.000000	0.000000	0.000000
FBgn0040719	-	2L	-	1945150	1945709	0.000000	0.000000	0.000000
FBgn0053673	-	2L	-	1945815	1946728	0.000000	0.000000	0.000000
FBgn0031375	-	2L	-	1950239	1970362	0.000000	0.000000	0.000000
FBgn0051942	-	2L	+	1965426	1965498	0.000000	0.000000	0.000000
FBgn0267972	-	2L	+	1973957	1975413	20.490747	22.289425	51.341305
FBgn0031377	-	2L	-	1975463	1980755	34.185841	32.549553	74.974411
FBgn0031378	-	2L	+	1981176	1982099	12.830258	12.216145	28.138582
FBgn0031379	-	2L	+	1982217	1984514	46.863503	44.620407	102.778336
FBgn0001125	-	2L	-	1984512	1987758	178.251877	186.853577	430.397217
FBgn0031381	-	2L	+	1988290	1988940	76.038399	72.398865	166.763031
FBgn0262148	-	2L	+	1989450	1990894	0.000000	0.000000	0.000000
FBgn0043539	-	2L	-	1991381	1992160	0.000000	0.000000	0.000000
FBgn0053543	-	2L	-	1997102	2006313	0.000000	0.000000	0.000000
FBgn0263441	-	2L	+	2000058	2003935	0.000000	0.000000	0.000000
FBgn0040718	-	2L	-	2006763	2007193	4.662857	4.439672	10.226309
FBgn0267276	-	2L	+	2006867	2007688	0.000000	0.000000	0.000000
FBgn0040717	-	2L	+	2008414	2009072	0.000000	0.000000	0.000000
FBgn0051943	-	2L	+	2009155	2009226	0.000000	0.000000	0.000000
FBgn0051944	-	2L	+	2009538	2009609	0.000000	0.000000	0.000000
FBgn0031384	-	2L	+	2009859	2030788	4.995175	24.129225	55.579086
FBgn0051939	-	2L	-	2010646	2010717	0.000000	0.000000	0.000000
FBgn0051940	-	2L	-	2010869	2010940	0.000000	0.000000	0.000000
FBgn0051669	-	2L	-	2013179	2013250	0.000000	0.000000	0.000000
FBgn0286732	-	2L	-	2014449	2014575	0.000000	0.000000	0.000000
FBgn0011860	-	2L	+	2031692	2031762	0.000000	0.000000	0.000000
FBgn0259192	-	2L	-	2032519	2036041	0.000000	0.000000	0.000000
FBgn0259230	-	2L	-	2036409	2037265	0.000000	0.000000	0.000000
FBgn0003557	-	2L	+	2037714	2044372	50.121468	62.229553	143.339111
FBgn0266836	-	2L	-	2044517	2045381	0.000000	0.000000	0.000000
FBgn0028952	-	2L	+	2045494	2048054	6.012500	5.860768	13.499653
FBgn0026396	-	2L	+	2054589	2057967	0.000000	0.000000	0.000000
FBgn0053516	-	2L	-	2058790	2109878	0.192089	0.182895	0.421279
FBgn0031388	-	2L	+	2079919	2081286	0.000000	0.000000	0.000000
FBgn0266043	-	2L	+	2082031	2082347	0.000000	0.000000	0.000000
FBgn0264864	-	2L	+	2083362	2084419	0.000000	0.000000	0.000000
FBgn0031389	-	2L	-	2127309	2129237	0.000000	0.000000	0.000000
FBgn0004507	-	2L	+	2130813	2137296	274.950714	267.804840	616.859802
FBgn0031390	-	2L	-	2137350	2145187	30.205500	28.762970	66.252419
FBgn0031391	-	2L	-	2145297	2147275	20.127687	20.495844	47.209984
FBgn0027509	-	2L	+	2147518	2151664	12.782353	12.170533	28.033520
FBgn0031392	-	2L	+	2151754	2155389	66.402832	68.280594	157.277039
FBgn0031393	-	2L	+	2155753	2156790	0.275324	0.262146	0.603825
FBgn0000097	-	2L	-	2156484	2178754	11.343885	28.233757	65.033440
FBgn0265017	-	2L	+	2181962	2185495	0.000000	0.000000	0.000000
FBgn0264875	-	2L	-	2186975	2187970	0.000000	0.000000	0.000000
FBgn0051946	-	2L	+	2187007	2187079	0.000000	0.000000	0.000000
FBgn0266828	-	2L	-	2188620	2189405	0.000000	0.000000	0.000000
FBgn0031395	-	2L	-	2189914	2192386	92.337631	88.023117	202.751831
FBgn0264874	-	2L	+	2190191	2191272	0.000000	0.000000	0.000000
FBgn0085201	-	2L	-	2192525	2197912	0.000000	0.000000	0.000000
FBgn0051668	-	2L	-	2203721	2206166	0.000000	0.000000	0.000000
FBgn0053124	-	2L	-	2206525	2209102	0.000000	0.000000	0.000000
FBgn0031397	-	2L	-	2209574	2212571	0.269070	0.256191	0.590109
FBgn0010288	-	2L	-	2212738	2214211	254.917221	260.089172	599.087524
FBgn0085203	-	2L	+	2214266	2215167	1.928337	1.836038	4.229117
FBgn0031398	-	2L	-	2214972	2216311	28.857275	27.486664	63.312588
FBgn0040715	-	2L	-	2216503	2217246	5.450037	5.189174	11.952706
FBgn0259717	-	2L	-	2216503	2217246	9.743886	9.277500	21.369728
FBgn0031399	-	2L	+	2217290	2220625	10.060724	9.579173	22.064600
FBgn0031401	-	2L	+	2220748	2225544	17.677206	25.149805	57.929886
FBgn0031403	-	2L	-	2225545	2226294	7.024531	6.688305	15.405796
FBgn0267378	-	2L	+	2226342	2231099	54.258026	59.284840	136.556274
FBgn0264945	-	2L	-	2226753	2227604	0.000000	0.000000	0.000000
FBgn0262126	-	2L	-	2231106	2236844	23.982389	25.124844	57.872387
FBgn0264946	-	2L	+	2236347	2237022	0.000000	0.000000	0.000000
FBgn0051679	-	2L	-	2237076	2238251	0.000000	0.000000	0.000000
FBgn0052463	-	2L	-	2238304	2239384	0.000000	0.000000	0.000000
FBgn0051682	-	2L	-	2239414	2240593	0.000000	0.000000	0.000000
FBgn0264979	-	2L	+	2242378	2245274	20.176903	28.721313	66.156471
FBgn0262106	-	2L	+	2245230	2247383	0.000000	0.000000	0.000000
FBgn0042186	-	2L	-	2251510	2252341	0.599760	0.615753	1.418320
FBgn0031409	-	2L	+	2285163	2285926	0.000000	0.000000	0.000000
FBgn0051681	-	2L	-	2285925	2286873	0.380400	0.362192	0.834271
FBgn0031412	-	2L	+	2307948	2308872	0.000000	0.000000	0.000000
FBgn0031413	-	2L	-	2308761	2357356	7.030286	6.693785	15.418418
FBgn0031414	-	2L	+	2311680	2358944	0.000000	0.000000	0.000000
FBgn0014010	-	2L	-	2359142	2365273	47.830994	94.073418	216.688049
FBgn0261647	-	2L	+	2365345	2370137	8.742010	8.788797	20.244055
FBgn0031417	-	2L	-	2370152	2371524	0.394630	0.377585	0.869726
FBgn0031418	-	2L	-	2372455	2374627	25.543985	27.202454	62.657940
FBgn0031419	-	2L	+	2374713	2375697	9.234661	8.792649	20.252926
FBgn0266317	-	2L	-	2374955	2375582	0.000000	0.000000	0.000000
FBgn0031420	-	2L	+	2375841	2380506	13.173464	15.728922	36.229889
FBgn0264672	-	2L	+	2381097	2383073	12.113430	11.533628	26.566475
FBgn0031422	-	2L	+	2383202	2384747	2.806430	2.672102	6.154900
FBgn0031423	-	2L	-	2384761	2385792	0.000000	0.000000	0.000000
FBgn0264081	-	2L	-	2389578	2390689	0.000000	0.000000	0.000000
FBgn0287218	-	2L	+	2391660	2392105	0.000000	0.000000	0.000000
FBgn0031424	-	2L	+	2400295	2410662	0.000000	0.000000	0.000000
FBgn0031426	-	2L	-	2410624	2415322	0.000000	0.000000	0.000000
FBgn0051948	-	2L	-	2415359	2416720	0.000000	0.000000	0.000000
FBgn0031428	-	2L	+	2420830	2424647	0.217172	0.286884	0.660807
FBgn0000490	-	2L	+	2428372	2459823	0.177827	0.343714	0.791709
FBgn0012017	-	2L	-	2459924	2460044	0.000000	0.000000	0.000000
FBgn0012016	-	2L	+	2462593	2462686	0.000000	0.000000	0.000000
FBgn0266824	-	2L	-	2471644	2472978	0.000000	0.000000	0.000000
FBgn0264978	-	2L	-	2488197	2492671	12.066825	18.482561	42.572601
FBgn0011818	-	2L	+	2492955	2498846	51.277378	54.678333	125.945686
FBgn0265818	-	2L	-	2507312	2507596	0.000000	0.000000	0.000000
FBgn0031430	-	2L	-	2517102	2518037	0.000000	0.000000	0.000000
FBgn0267738	-	2L	+	2517205	2518845	0.000000	0.000000	0.000000
FBgn0264943	-	2L	-	2532999	2533569	0.000000	0.000000	0.000000
FBgn0031431	-	2L	-	2551145	2552825	0.000000	0.000000	0.000000
FBgn0264944	-	2L	+	2555750	2556089	0.000000	0.000000	0.000000
FBgn0031432	-	2L	-	2562483	2564830	0.000000	0.000000	0.000000
FBgn0041337	-	2L	-	2564886	2573037	0.297722	0.283472	0.652947
FBgn0026778	-	2L	-	2573436	2575052	3.885762	3.699772	8.522029
FBgn0085343	-	2L	-	2573436	2575052	5.051569	4.809779	11.078810
FBgn0031434	-	2L	-	2575280	2576997	54.323460	53.627377	123.524925
FBgn0031435	-	2L	+	2577687	2579179	106.137978	101.057739	232.775681
FBgn0031436	-	2L	-	2579201	2580172	63.757168	71.917015	165.653137
FBgn0031437	-	2L	+	2580292	2581423	44.635513	52.749020	121.501717
FBgn0026479	-	2L	-	2581281	2585430	72.806488	71.361801	164.374252
FBgn0250835	-	2L	+	2591869	2592773	0.000000	0.000000	0.000000
FBgn0286882	-	2L	+	2669228	2669622	0.017722	0.016874	0.038867
FBgn0041248	-	2L	+	2669823	2672186	0.000000	0.000000	0.000000
FBgn0051690	-	2L	+	2677734	2719431	0.000000	0.000000	0.000000
FBgn0031446	-	2L	-	2695330	2696437	0.000000	0.000000	0.000000
FBgn0031449	-	2L	+	2725674	2739830	14.624116	47.777985	110.051468
FBgn0263564	-	2L	+	2737568	2737661	0.000000	0.000000	0.000000
FBgn0031450	-	2L	+	2739986	2743377	40.297104	40.658527	93.652565
FBgn0031451	-	2L	-	2743375	2744934	0.369466	0.351782	0.810292
FBgn0031452	-	2L	+	2745098	2746944	74.678291	71.103851	163.780106
FBgn0250906	-	2L	-	2746880	2753068	82.192024	110.887337	255.417099
FBgn0031453	-	2L	+	2752445	2757975	55.652687	103.555923	238.529984
FBgn0265997	-	2L	-	2757940	2758176	0.000000	0.000000	0.000000
FBgn0031455	-	2L	-	2758427	2759677	0.000000	0.000000	0.000000
FBgn0031454	-	2L	-	2758427	2759677	6.750599	6.427485	14.805024
FBgn0031456	-	2L	+	2759924	2763889	15.450672	15.236602	35.095882
FBgn0031457	-	2L	-	2763416	2765665	27.868681	28.843027	66.436821
FBgn0031458	-	2L	+	2766233	2767281	38.850506	38.579266	88.863205
FBgn0026324	-	2L	-	2767286	2767845	50.992859	48.552113	111.834595
FBgn0028398	-	2L	+	2767890	2768612	39.122166	37.249603	85.800468
FBgn0019830	-	2L	-	2768590	2770069	24.028301	23.169827	53.369213
FBgn0031459	-	2L	+	2770135	2770904	13.088858	15.069005	34.709839
FBgn0031460	-	2L	-	2770884	2771776	0.000000	0.000000	0.000000
FBgn0004242	-	2L	-	2772327	2799979	0.581780	0.739700	1.703819
FBgn0264369	-	2L	+	2797832	2798321	0.000000	0.000000	0.000000
FBgn0031461	-	2L	+	2805261	2812376	0.651294	0.753904	1.736537
FBgn0283531	-	2L	-	2815970	2830248	59.336864	56.791142	130.812317
FBgn0031465	-	2L	-	2823546	2825506	0.000000	0.000000	0.000000
FBgn0031466	-	2L	-	2834887	2837833	0.000000	0.000000	0.000000
FBgn0031467	-	2L	+	2838411	2839547	0.000000	0.000000	0.000000
FBgn0266881	-	2L	-	2840025	2840316	0.000000	0.000000	0.000000
FBgn0031468	-	2L	+	2840124	2842638	0.000000	0.000000	0.000000
FBgn0031469	-	2L	-	2842589	2844513	0.000000	0.000000	0.000000
