2L	205944	206000	2	2	1	6	0	45
2L	206051	206699	2	2	1	4	0	38
2L	206051	207230	2	2	1	1	0	4
2L	207632	207710	1	1	1	7	0	44
2L	208609	208687	1	1	0	1	0	47
2L	208609	208728	1	1	1	10	0	40
2L	214943	215033	2	2	1	5	0	35
2L	215677	215772	2	2	1	5	0	44
2L	216008	216076	2	2	1	3	0	44
2L	216276	216344	2	2	1	2	0	31
2L	216574	216631	2	2	1	8	0	45
2L	218886	226115	2	2	1	1	0	31
2L	227548	228132	2	2	1	1	0	49
2L	231035	231962	2	2	1	3	0	31
2L	232380	233996	2	2	1	1	0	45
2L	233155	233216	1	1	1	47	0	50
2L	234175	234236	2	2	1	2	0	49
2L	251465	251526	2	2	1	1	0	38
2L	251802	251855	2	2	1	2	0	45
2L	251925	251978	2	2	1	2	0	42
2L	253146	253219	2	2	1	2	0	47
2L	253386	253445	2	2	1	3	0	48
2L	254398	271628	2	2	1	1	0	7
2L	258337	258452	2	2	0	3	0	49
2L	258638	258694	2	2	0	1	0	43
2L	262594	262644	1	1	0	2	0	41
2L	262598	262644	1	1	1	3	0	46
2L	263123	263590	1	1	0	1	0	15
2L	263632	263702	1	1	0	1	0	41
2L	269390	269457	1	1	1	132	0	49
2L	270607	270660	1	1	1	175	0	50
2L	270607	270664	1	1	0	1	0	38
2L	271924	271974	1	1	0	1	0	21
2L	272507	272554	2	2	1	1	0	47
2L	273367	293662	2	2	0	1	3	12
2L	275252	275318	2	2	1	10	0	50
2L	276498	276738	2	2	1	7	0	49
2L	276904	276958	2	2	1	21	0	37
2L	276904	276973	2	2	1	1	0	47
2L	278324	278642	1	1	1	3	0	38
2L	280041	280109	1	1	1	1	0	7
2L	282506	282653	2	4	1	16	0	42
2L	284211	284321	2	2	0	1	0	21
2L	284211	284747	2	2	1	17	0	47
2L	284969	285432	2	2	1	2	0	49
2L	292661	292716	1	1	1	566	2	50
2L	294373	294440	2	2	1	24	0	44
2L	295281	295345	1	1	1	51	0	50
2L	295629	295703	1	1	1	12	0	48
2L	296812	296976	1	1	1	86	0	47
2L	298404	299032	1	1	1	4	0	47
2L	301945	302025	1	1	1	3	0	47
2L	302703	302763	1	3	0	1	0	46
2L	308835	308996	2	2	0	1	0	39
2L	308843	308996	2	2	1	1	0	41
2L	308925	308996	2	2	0	7	0	39
2L	318121	325677	1	1	1	4	0	31
2L	325825	334119	1	1	1	5	0	45
2L	325903	325962	2	2	0	7	0	49
2L	326062	328592	2	2	1	119	0	50
2L	328260	328283	2	4	0	1	0	24
2L	328669	328754	2	4	0	3	0	27
2L	336204	336348	1	1	1	8	0	49
2L	336547	337015	1	1	1	6	0	34
2L	338119	339206	1	1	1	2	0	44
2L	343730	344041	1	1	1	1	0	33
2L	344948	345008	1	1	1	1	0	46
2L	356838	356890	2	2	1	4	0	32
2L	398867	399847	2	2	1	17	0	49
2L	400457	400522	2	2	1	7	0	48
2L	400668	400724	2	2	1	6	0	33
2L	400943	401006	2	2	1	4	0	39
2L	409466	409531	2	2	1	12	0	50
2L	409737	409789	2	2	1	1	0	12
2L	410074	410126	2	2	1	6	0	48
2L	411061	411128	2	2	1	4	0	44
2L	411719	411781	2	2	1	4	0	23
2L	413655	414875	2	2	0	2	0	47
2L	415447	415511	1	1	1	4	0	44
2L	416711	416788	1	1	1	2	0	35
2L	420147	420291	1	1	1	783	0	50
2L	422432	426473	2	2	0	1	0	19
2L	423846	423915	1	1	1	1	0	17
2L	425013	425072	1	1	1	1	0	12
2L	446584	446641	1	1	1	2	0	36
2L	449171	449229	2	2	1	2	0	36
2L	449321	449434	2	2	1	3	0	49
2L	450541	450665	2	2	1	2	0	31
2L	450879	452576	2	2	1	4	0	46
2L	454271	454329	1	1	1	1	30	49
2L	454930	454988	1	1	1	0	30	49
2L	455828	456085	1	1	1	1	0	48
2L	456224	456288	1	1	1	1	0	9
2L	456730	456796	1	1	1	2	0	31
2L	457339	457399	1	1	1	1	0	32
2L	473166	473222	1	1	1	4	0	31
2L	473995	474053	1	3	1	10	0	47
2L	474766	475035	1	1	1	14	0	48
2L	475179	475232	1	1	1	1	0	6
2L	475852	475915	1	1	1	1	0	12
2L	478205	479406	2	2	1	2	0	37
2L	537750	537862	1	1	1	4	0	47
2L	539250	539309	1	1	1	1	0	10
2L	539453	539517	1	1	1	4	0	48
2L	542347	542429	2	2	1	8	0	50
2L	542351	542429	2	2	1	273	0	50
2L	542380	542429	2	2	1	1	0	17
2L	543350	543415	2	2	1	78	0	46
2L	544267	544332	2	2	1	30	0	49
2L	545307	545370	1	1	1	3	0	4
2L	545565	545815	1	1	1	2	0	48
2L	546444	546564	1	1	1	5	0	47
2L	547901	547977	2	2	1	16	0	48
2L	555447	555509	2	2	1	5	0	41
2L	557666	557721	2	2	1	4	0	49
2L	560038	560096	1	1	1	27	0	48
2L	560306	560369	1	1	0	3	0	45
2L	566439	566497	2	2	1	6	0	46
2L	566625	566679	2	2	1	3	0	47
2L	567031	567088	2	2	1	4	0	21
2L	568434	568598	1	1	1	1	0	33
2L	569291	569347	1	1	1	1	0	45
2L	574699	574779	1	1	1	1	0	27
2L	575091	575143	1	1	1	10	0	47
2L	576023	576080	2	2	1	1	0	37
2L	578034	578154	1	1	1	1	0	27
2L	578421	578483	1	1	1	6	0	28
2L	584446	587829	2	2	1	3	0	48
2L	603007	603073	1	1	1	2	0	20
2L	615843	615892	1	1	0	1	0	18
2L	710668	714858	1	1	1	1	0	23
2L	730213	730305	1	1	0	1	0	31
2L	757031	757127	1	1	1	2	0	35
2L	757939	758846	1	1	1	4	0	27
2L	759123	759230	1	1	1	3	0	45
2L	773665	776611	1	1	0	12	2	42
2L	779292	779339	2	2	0	12	0	49
2L	779304	779339	2	2	0	1	0	28
2L	779504	779527	0	0	0	3	0	34
2L	782442	782494	1	1	1	2	1	33
2L	783214	784405	1	1	0	0	1	26
2L	783562	784405	1	1	0	0	1	26
2L	783910	784405	1	1	0	0	1	26
2L	786111	786185	1	1	0	4	0	43
2L	786428	786509	1	1	1	3	0	43
2L	787492	787659	1	1	0	0	1	39
2L	787505	787672	2	2	0	1	1	44
2L	788613	790488	2	2	1	10	0	48
2L	810759	810808	1	1	1	8	0	39
2L	811022	811088	1	1	1	5	0	40
2L	811204	811258	1	1	1	9	0	41
2L	813894	813950	2	2	1	2	0	6
2L	814185	814242	2	2	1	1	0	20
2L	815222	815274	2	2	1	3	0	42
2L	815422	815474	2	2	1	7	0	44
2L	817183	817243	2	2	1	1	0	9
2L	818388	818441	2	2	0	1	0	22
2L	819189	820026	2	2	0	2	0	43
2L	819440	820026	2	2	0	8	0	39
2L	821660	822857	1	1	1	122	0	49
2L	823570	823636	1	1	1	3	0	46
2L	824138	824190	1	1	1	69	0	50
2L	824138	824218	1	1	1	10	0	49
2L	826508	829456	1	1	1	4	0	37
2L	827769	829456	1	1	0	3	0	36
2L	829972	830144	1	1	1	5	0	46
2L	830350	830737	1	1	1	3	0	46
2L	831084	831176	1	1	1	42	0	49
2L	831627	831713	1	1	1	30	0	49
2L	831920	832994	1	1	0	1	0	30
2L	834584	834973	2	2	1	42	0	47
2L	835291	835352	2	2	1	30	0	49
2L	835548	836545	2	2	1	24	0	50
2L	836172	836545	2	2	1	4	0	35
2L	837379	849898	2	2	1	54	0	47
2L	847845	849898	2	2	0	1	0	44
2L	849953	850920	1	1	0	1	0	25
2L	851660	851717	2	2	1	35	0	49
2L	852443	852498	2	2	1	7	0	47
2L	852572	852627	2	2	1	5	0	49
2L	853006	853191	1	1	1	25	0	44
2L	853279	853544	1	1	1	25	1	49
2L	855624	855686	1	1	1	104	0	49
2L	855811	855867	1	1	1	22	0	49
2L	860410	860763	1	1	1	1	0	34
2L	861358	861428	1	1	1	1	0	48
2L	862259	862318	2	2	1	4	0	45
2L	862499	862562	2	2	1	12	0	48
2L	864135	864194	2	2	1	2	0	47
2L	864339	864397	2	2	1	2	0	26
2L	864795	868031	2	2	1	28	0	47
2L	869841	870402	2	2	0	1	0	43
2L	871275	871340	1	1	1	1	0	25
2L	871577	871640	1	1	1	1	0	7
2L	871739	871805	1	1	1	2	0	25
2L	872081	872207	1	1	1	4	0	33
2L	873540	873594	1	1	0	1	0	47
2L	873540	875037	1	1	1	2	0	42
2L	878335	878391	2	2	1	13	0	35
2L	878774	878837	2	2	1	18	0	33
2L	879800	879864	2	2	1	2	0	32
2L	880915	880973	2	2	1	11	0	45
2L	881586	881647	2	2	1	26	0	48
2L	881948	882047	2	2	1	5	0	44
2L	882605	882659	2	2	1	7	0	43
2L	883040	883095	2	2	1	7	0	27
2L	883298	883364	2	2	1	8	0	48
2L	883992	884051	2	2	1	1	0	34
2L	884186	884255	2	2	1	15	0	48
2L	884389	884441	2	2	1	11	0	48
2L	884653	884721	2	2	1	11	0	49
2L	884847	884907	2	2	1	15	0	40
2L	914280	914337	1	1	1	7	0	42
2L	914494	914552	1	1	1	1	0	3
2L	915004	915057	1	1	1	6	0	50
2L	915270	915324	1	1	1	9	0	47
2L	915448	915507	1	1	1	14	0	49
2L	915751	915814	1	1	1	4	0	45
2L	916232	916281	1	1	1	10	0	39
2L	916654	916706	1	1	1	1	0	44
2L	917388	917466	1	1	1	1	0	9
2L	953334	953395	1	1	1	1	0	49
2L	954948	1026663	2	2	0	0	2	13
2L	957210	957278	1	1	1	1	0	33
2L	1014485	1014549	2	2	1	10	0	49
2L	1014717	1014776	2	2	1	3	0	43
2L	1014975	1015034	2	2	1	7	0	47
2L	1015257	1015314	2	2	1	8	0	33
2L	1015928	1015992	2	2	1	4	0	49
2L	1016077	1016138	2	2	1	2	0	46
2L	1017642	1017710	2	2	1	5	0	44
2L	1017769	1019267	2	2	1	2	0	45
2L	1026251	1026271	0	0	0	37	5	46
2L	1034191	1042963	2	2	1	3	0	37
2L	1038507	1038578	1	1	1	1	0	47
2L	1047023	1047955	2	2	1	1	0	10
2L	1052266	1052330	2	2	1	11	0	45
2L	1053054	1061233	2	2	1	15	0	38
2L	1062214	1076834	2	2	1	9	0	42
2L	1062214	1077275	2	2	0	1	0	40
2L	1062214	1077651	2	2	1	35	0	49
2L	1078569	1078624	1	1	1	11	0	42
2L	1079066	1079120	1	1	1	5	0	47
2L	1081921	1081976	1	1	1	3	0	48
2L	1082057	1082119	1	1	1	1	0	29
2L	1082666	1082788	1	1	1	2	0	29
2L	1084837	1084893	2	2	1	11	0	40
2L	1085862	1085926	2	2	1	1	0	46
2L	1086027	1087694	2	2	1	1	1	5
2L	1103821	1103878	2	2	1	7	0	47
2L	1105102	1105158	2	2	1	9	0	46
2L	1106299	1106355	2	2	1	2	0	46
2L	1107107	1107160	2	2	1	4	0	35
2L	1107758	1107811	2	2	1	27	0	47
2L	1108218	1108303	2	2	0	1	0	16
2L	1110424	1110479	1	1	1	5	0	45
2L	1111398	1111453	1	1	1	15	0	46
2L	1111968	1112027	1	1	1	5	0	38
2L	1112445	1112505	1	1	1	31	0	49
2L	1113153	1113203	1	3	1	2	0	40
2L	1115944	1116440	2	2	1	7	0	48
2L	1116691	1117443	2	2	1	104	0	50
2L	1117517	1118565	2	2	1	51	0	48
2L	1117517	1128128	2	2	1	65	0	49
2L	1117517	1128803	2	2	0	2	0	40
2L	1128346	1128803	2	2	1	6	0	45
2L	1129506	1129818	1	1	1	95	0	48
2L	1130915	1138781	2	2	0	0	1	14
2L	1131182	1131263	1	1	1	30	0	48
2L	1139386	1139482	1	1	1	4	0	41
2L	1139764	1139831	1	1	1	1	0	44
2L	1149587	1149650	2	2	1	17	0	49
2L	1150070	1150130	2	2	1	4	0	45
2L	1150327	1150378	2	2	1	6	0	37
2L	1150560	1150616	2	2	1	17	0	49
2L	1152116	1152176	2	2	1	46	0	48
2L	1152701	1152770	2	2	1	6	0	40
2L	1153319	1153385	2	2	1	6	0	45
2L	1153732	1155745	2	2	1	1	0	34
2L	1153732	1157719	2	2	0	1	0	30
2L	1153732	1158078	2	2	1	46	0	50
2L	1158783	1158866	1	1	0	1	0	35
2L	1158811	1158866	1	1	0	2	0	39
2L	1159468	1159755	1	1	1	25	0	45
2L	1163150	1163759	2	2	1	6	0	48
2L	1165081	1165138	1	1	1	1	0	28
2L	1166923	1166982	1	1	1	16	0	45
2L	1167955	1168011	2	2	1	27	0	50
2L	1168639	1168694	2	2	1	20	0	48
2L	1169562	1169627	2	2	1	69	0	50
2L	1169959	1170227	2	2	1	3	0	36
2L	1170364	1170418	1	1	1	1	0	6
2L	1170554	1170610	1	1	1	1	0	26
2L	1170957	1171029	2	2	1	3	0	47
2L	1171644	1171713	2	2	1	13	0	33
2L	1173320	1173379	1	1	1	2	0	43
2L	1173830	1173883	1	1	1	6	0	47
2L	1174267	1174909	1	1	0	6	0	19
2L	1174988	1175046	1	1	1	12	0	45
2L	1176882	1176941	1	1	1	4	0	38
2L	1177192	1177255	1	1	1	14	0	44
2L	1177192	1182104	1	1	0	0	1	46
2L	1177192	1182169	1	1	0	3	0	48
2L	1177862	1177947	1	1	1	9	0	49
2L	1177869	1177947	1	1	1	3	0	7
2L	1178045	1178107	1	1	1	31	0	50
2L	1178468	1178840	1	1	1	9	0	44
2L	1179070	1179126	1	1	1	18	0	47
2L	1179197	1179451	1	1	1	7	0	43
2L	1179197	1179859	1	1	1	2	0	27
2L	1179526	1179859	1	1	1	2	0	40
2L	1179938	1179996	1	1	1	5	0	49
2L	1180124	1180212	1	1	1	5	0	16
2L	1180450	1180512	1	1	1	8	0	38
2L	1180927	1180994	1	1	1	9	0	43
2L	1181794	1181854	1	1	1	48	0	49
2L	1182105	1182169	1	1	1	123	0	50
2L	1183472	1183528	2	2	1	1	0	21
2L	1184255	1184322	1	1	1	1	0	20
2L	1191535	1191598	1	1	1	4	0	31
2L	1191910	1191969	1	1	1	3	0	46
2L	1246675	1246728	1	1	0	4	0	31
2L	1287050	1287160	1	1	1	1	0	43
2L	1287260	1287500	1	1	1	6	0	43
2L	1334760	1334818	1	1	1	35	0	48
2L	1344516	1344557	1	1	0	10	0	43
2L	1344516	1344561	1	1	0	483	1	50
2L	1344516	1344569	1	1	1	1207	1	50
2L	1344516	1344580	1	1	1	195	0	49
2L	1344516	1344588	1	1	0	1	0	34
2L	1345133	1747334	2	2	0	7	0	15
2L	1352642	1352697	2	2	1	21	0	42
2L	1353839	1353887	2	2	1	9	0	40
2L	1355630	1355701	2	2	1	53	0	49
2L	1359111	1359171	2	2	1	1	0	36
2L	1359271	1359331	2	2	1	5	0	20
2L	1359418	1359466	2	2	1	36	0	49
2L	1359420	1359477	1	1	0	2	0	34
2L	1359698	1359760	2	2	1	2	0	31
2L	1360374	1360491	2	2	1	70	0	49
2L	1360591	1360656	2	2	1	348	0	50
2L	1360737	1360795	2	2	1	266	0	49
2L	1360927	1361457	2	2	1	14	0	48
2L	1361579	1361640	2	2	1	7	0	49
2L	1368110	1368214	1	1	1	3	0	44
2L	1368314	1368365	1	1	1	97	0	49
2L	1368480	1368529	1	1	1	47	0	50
2L	1447629	1463689	2	2	0	3	0	40
2L	1457599	1463689	2	2	0	11	0	42
2L	1459032	1463689	2	2	0	1	0	50
2L	1463492	1463689	2	2	0	2	0	24
2L	1498757	1498906	0	0	0	97	2	50
2L	1499422	1499557	2	2	1	156	0	49
2L	1499422	1499674	2	2	1	49	0	47
2L	1500046	1500113	2	2	1	37	0	49
2L	1500203	1500408	2	2	1	3	0	32
2L	1501873	1501932	2	2	1	1	0	7
2L	1556916	1600615	1	1	1	1	0	40
2L	1586789	1586851	2	2	1	35	0	46
2L	1595544	1595597	2	2	1	26	0	49
2L	1595828	1595891	2	2	1	5	0	49
2L	1596422	1609485	2	2	1	1	0	40
2L	1601238	1609485	2	2	0	2	0	28
2L	1605486	1606389	1	1	1	4	0	17
2L	1609659	1609754	2	2	1	17	0	49
2L	1611869	1612005	1	1	1	1	0	47
2L	1612989	1613043	2	2	1	25	0	45
2L	1613424	1613982	2	2	1	14	0	47
2L	1690756	1694223	1	1	1	5	0	47
2L	1693971	1694223	1	1	0	1	0	47
2L	1694442	1694546	1	1	1	4	0	50
2L	1695377	1695438	1	1	1	37	0	50
2L	1695587	1695648	1	1	1	153	0	49
2L	1705115	1705399	1	1	1	7	0	48
2L	1707489	1707563	2	2	0	2	0	45
2L	1707999	1708060	2	2	1	64	0	50
2L	1708215	1708281	2	2	1	15	0	49
2L	1708403	1708461	2	2	1	36	0	48
2L	1708678	1708820	2	2	1	5	0	37
2L	1709105	1709173	2	2	1	1	0	8
2L	1709333	1709616	2	2	1	63	0	49
2L	1709812	1709877	2	2	1	83	0	50
2L	1709964	1710042	2	2	1	78	0	50
2L	1710104	1710207	2	2	1	29	0	47
2L	1710538	1710598	1	1	1	4	0	47
2L	1710698	1710850	1	1	1	11	0	39
2L	1711868	1711927	2	2	1	1	0	30
2L	1712088	1712144	2	2	1	6	0	45
2L	1712543	1712596	2	2	1	2	0	46
2L	1717230	1717597	2	2	1	15	0	40
2L	1717816	1717877	2	2	1	1	0	34
2L	1718359	1718420	2	2	1	6	0	41
2L	1718492	1718739	2	2	1	2	0	7
2L	1726656	1726752	2	2	1	14	0	45
2L	1726656	1727645	2	2	1	150	0	50
2L	1727881	1728053	2	2	1	28	0	49
2L	1728233	1729274	2	2	1	1	0	13
2L	1728233	1729549	2	2	1	23	0	49
2L	1737826	1737917	1	1	0	1	0	34
2L	1738020	1741659	1	1	1	3	0	34
2L	1742077	1742142	1	1	1	3	0	29
2L	1743541	1743633	1	1	1	6	0	50
2L	1743780	1744922	1	1	1	3	0	49
2L	1745162	1745220	1	1	1	13	0	40
2L	1745362	1745718	1	1	1	4	0	38
2L	1747861	1748773	1	1	1	2	0	48
2L	1748875	1749517	1	1	1	4	0	48
2L	1758659	1758932	2	2	1	9	0	50
2L	1823205	1823264	2	2	0	1	0	46
2L	1824632	1824753	1	1	0	3	0	18
2L	1824696	1824761	2	2	1	4	0	30
2L	1832367	1832423	2	2	1	11	0	49
2L	1840531	1840585	2	2	1	1	0	49
2L	1844721	1848064	1	1	1	1	0	23
2L	1855798	1856429	1	1	1	1	0	21
2L	1859002	1864931	2	2	1	1	0	43
2L	1865776	1865986	2	2	1	1	0	3
2L	1866898	1866965	2	2	1	1	0	27
2L	1867366	1869073	2	2	1	5	0	42
2L	1875176	1876468	2	2	1	1	0	31
2L	1876592	1879966	2	2	1	1	0	33
2L	1885319	1909668	1	1	1	7	0	41
2L	1909993	1910066	1	1	1	6	0	47
2L	1910010	1910066	1	1	0	9	0	50
2L	1910150	1932055	1	1	1	24	0	49
2L	1913664	1932055	1	1	1	2	0	37
2L	1932148	1933805	1	1	1	5	0	48
2L	1934050	1934118	1	1	1	2	0	43
2L	1934329	1934478	1	1	1	9	0	47
2L	1934899	1934960	1	1	1	6	0	38
2L	1935684	1935738	1	1	1	1	0	33
2L	1936992	1937053	1	1	1	7	0	47
2L	1937374	1937440	1	1	1	9	0	46
2L	1937584	1938507	1	1	1	18	0	47
2L	1938620	1941581	1	1	1	24	0	50
2L	1941678	1941754	1	1	1	12	0	48
2L	1941904	1941970	1	1	1	28	0	49
2L	1942047	1942107	1	1	1	40	0	47
2L	1942183	1942250	1	1	1	58	0	48
2L	1942452	1942509	1	1	1	12	0	48
2L	1942664	1942784	1	1	1	9	0	43
2L	1974142	1974204	1	1	0	8	0	40
2L	1974481	1974531	1	1	0	1	0	17
2L	1974481	1974541	1	1	0	3	0	40
2L	1974481	1974563	1	1	1	83	0	48
2L	1974819	1974880	1	1	1	12	0	46
2L	1974828	1975139	1	1	0	1	0	30
2L	1974992	1975060	1	1	1	18	1	45
2L	1975728	1975749	0	0	0	4	0	38
2L	1976814	1976909	2	2	1	10	0	48
2L	1980428	1980551	2	2	1	1	0	47
2L	1981584	1981641	1	1	1	236	0	50
2L	1981833	1981885	1	1	1	16	0	39
2L	1982499	1982546	1	1	1	66	0	49
2L	1983961	1984018	1	1	1	160	0	50
2L	1984144	1984205	1	1	1	232	0	50
2L	1985402	1985470	2	2	1	193	0	50
2L	1985720	1985781	2	2	1	36	0	49
2L	1985884	1985945	2	2	1	31	0	50
2L	1986106	1986791	2	2	0	1	0	24
2L	1986106	1986796	2	2	1	152	0	47
2L	1986106	1987584	2	2	1	20	0	48
2L	1992040	1992092	2	2	1	1	0	43
2L	1997959	1998231	2	2	1	1	0	6
2L	2001512	2002172	2	2	1	1	0	31
2L	2007054	2007134	2	2	1	4	0	50
2L	2007386	2024064	2	2	0	3	0	40
2L	2012388	2024064	2	2	0	5	0	45
2L	2016498	2024064	2	2	0	1	0	25
2L	2024266	2026767	1	1	1	2	0	30
2L	2026665	2026767	1	1	0	1	0	48
2L	2027211	2027278	1	1	1	1	0	29
2L	2027792	2027851	1	1	1	2	0	46
2L	2028051	2028112	1	1	1	9	0	41
2L	2028250	2028302	1	1	1	16	0	46
2L	2028250	2028320	1	1	1	12	0	43
2L	2029029	2029091	1	1	1	9	0	46
2L	2029419	2029493	1	1	1	3	0	45
2L	2029757	2029835	1	1	1	14	0	45
2L	2040155	2040216	1	1	1	2	0	39
2L	2041574	2041646	1	1	1	24	0	50
2L	2042570	2042652	1	1	1	40	0	47
2L	2042570	2042665	1	1	0	2	0	39
2L	2042852	2042913	1	1	1	12	0	41
2L	2045642	2045699	1	1	1	40	0	48
2L	2046006	2046065	1	1	0	1	0	15
2L	2046012	2046065	1	1	1	43	0	49
2L	2046219	2046427	1	1	1	10	0	47
2L	2047492	2047544	1	1	0	1	0	22
2L	2047640	2047703	1	1	1	1	0	18
2L	2054224	2054328	1	1	0	1	0	33
2L	2062300	2065610	2	2	1	1	0	25
2L	2080124	2080207	1	1	1	26	0	43
2L	2081067	2081131	1	1	1	1	0	5
2L	2084226	2084277	1	1	1	28	0	34
2L	2084226	2084378	1	1	0	1	0	30
2L	2131255	2134438	1	1	1	5	0	50
2L	2134968	2135037	1	1	1	15	0	45
2L	2136645	2136730	1	1	1	6	0	39
2L	2137795	2137882	2	2	1	23	0	48
2L	2137927	2137983	2	2	1	29	0	47
2L	2138159	2138384	2	2	0	2	0	45
2L	2138159	2139629	2	2	1	11	0	42
2L	2139674	2139727	2	2	1	1	0	44
2L	2139677	2139727	2	2	1	3	0	46
2L	2140313	2140379	2	2	1	13	0	48
2L	2141071	2141128	2	2	1	8	0	49
2L	2141723	2141784	2	2	1	8	0	49
2L	2142133	2142190	2	2	1	3	0	37
2L	2142581	2142641	2	2	1	1	0	20
2L	2144367	2144456	2	2	1	3	0	46
2L	2144626	2144804	2	2	1	1	0	27
2L	2146814	2146885	2	2	1	6	0	45
2L	2148590	2148646	1	1	1	6	0	46
2L	2149781	2149841	1	1	1	5	0	36
2L	2150262	2150328	1	1	1	20	0	46
2L	2150796	2150847	1	1	1	14	0	49
2L	2152147	2152232	1	1	1	24	0	50
2L	2152271	2152662	1	1	1	2	0	38
2L	2152466	2152662	1	1	1	47	0	49
2L	2152945	2153002	1	1	1	363	1	49
2L	2153106	2153281	1	1	1	80	0	47
2L	2153532	2153595	1	1	1	44	0	46
2L	2154411	2154472	1	1	1	18	0	50
2L	2158406	2158467	2	2	1	5	0	40
2L	2188165	2188224	1	1	0	1	0	25
2L	2190644	2190706	2	2	1	7	0	40
2L	2190647	2190706	2	2	1	2	0	34
2L	2190785	2191849	2	2	1	4	0	39
2L	2191079	2191849	2	2	1	63	0	49
2L	2192091	2192146	2	2	1	9	0	39
2L	2192716	2192777	2	2	1	2	0	21
2L	2210870	2210924	2	2	1	5	0	43
2L	2211511	2211576	2	2	1	1	0	47
2L	2213334	2213414	2	2	1	1044	0	50
2L	2213558	2213615	2	2	1	458	0	50
2L	2213571	2213615	2	2	0	2	0	27
2L	2213757	2213895	2	2	1	59	0	50
2L	2213781	2213895	2	2	0	1	0	42
2L	2215460	2215514	2	2	1	2	0	43
2L	2216960	2217012	2	2	1	4	0	25
2L	2217545	2217597	1	1	1	3	0	10
2L	2217772	2217829	1	1	1	6	0	43
2L	2218082	2218173	1	1	1	4	0	32
2L	2219105	2219160	1	1	1	8	0	46
2L	2219717	2219776	1	1	1	6	0	23
2L	2220259	2220319	1	1	1	6	0	48
2L	2220952	2223242	1	1	1	1	0	50
2L	2222299	2223242	1	1	1	6	0	50
2L	2222771	2223242	1	1	1	13	0	45
2L	2222948	2223242	1	1	0	2	0	23
2L	2223634	2223704	1	1	1	284	0	50
2L	2224527	2224578	1	1	1	8	0	36
2L	2224686	2224743	1	1	1	115	0	49
2L	2225358	2225409	1	1	1	1	0	31
2L	2226002	2226058	2	2	1	1	0	36
2L	2227282	2229265	1	1	1	171	0	50
2L	2229012	2229265	1	1	0	2	0	47
2L	2229179	2229265	1	1	0	5	0	41
2L	2229394	2229456	1	1	1	37	0	49
2L	2229576	2229637	1	1	1	17	0	49
2L	2229814	2229877	1	1	1	31	0	48
2L	2232189	2232256	2	2	1	1	0	34
2L	2233048	2233109	2	2	1	1	0	28
2L	2233978	2234234	2	2	1	6	0	38
2L	2234351	2234408	2	2	1	2	0	48
2L	2234869	2234927	2	2	1	3	0	26
