Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0017457	-	2L	-	292959	294681	18.628538	18.707996	27.721195
FBgn0024352	-	2L	+	295122	297449	91.675728	89.807076	133.074615
FBgn0020622	-	2L	+	297880	305233	2.195423	3.010211	4.460480
FBgn0004611	-	2L	+	305935	355566	0.596055	1.185058	1.755999
FBgn0263872	-	2L	-	308537	309348	0.226601	0.263669	0.390700
FBgn0031248	-	2L	-	318362	319259	8.791760	8.612556	12.761939
FBgn0031249	-	2L	-	320279	321248	33.547424	32.863617	48.696754
FBgn0053127	-	2L	+	322101	323091	18.225025	17.853539	26.455074
FBgn0264086	-	2L	-	325522	329761	457.528442	604.416016	895.613525
FBgn0051921	-	2L	-	329910	332335	232.272873	227.538391	337.162567
FBgn0031250	-	2L	-	355565	357874	2.431877	2.382307	3.530063
FBgn0266907	-	2L	+	355663	356891	10.114190	9.908030	14.681552
FBgn0266906	-	2L	+	357329	358174	0.000000	0.000000	0.000000
FBgn0000061	-	2L	+	378112	387439	0.000000	0.000000	0.000000
FBgn0263871	-	2L	+	396120	396571	0.185841	0.182053	0.269763
FBgn0031251	-	2L	-	396595	402198	6.284491	6.156393	9.122438
FBgn0003278	-	2L	+	404285	407969	1.826599	1.789367	2.651454
FBgn0264855	-	2L	-	408030	414777	5.834770	5.911179	8.759085
FBgn0263933	-	2L	+	415067	418536	5.088068	4.984356	7.385736
FBgn0031252	-	2L	-	418434	419652	0.000000	0.000000	0.000000
FBgn0002593	-	2L	+	419952	420864	652.220093	807.470215	1196.495728
FBgn0031253	-	2L	-	420895	421450	60.683453	59.446526	88.086861
FBgn0031254	-	2L	+	421771	422489	0.000000	0.000000	0.000000
FBgn0031255	-	2L	+	422873	425321	1.970784	1.930613	2.860750
FBgn0004583	-	2L	+	431227	448701	0.564383	0.552879	0.819247
FBgn0263870	-	2L	+	439539	440104	0.000000	0.000000	0.000000
FBgn0015924	-	2L	-	448254	453024	5.625154	5.705487	8.454294
FBgn0031256	-	2L	+	453108	454654	50.028400	49.008656	72.620201
FBgn0262510	-	2L	+	454754	455313	25.129551	24.617329	36.477543
FBgn0031257	-	2L	+	455531	458745	0.000000	0.000000	0.000000
FBgn0031258	-	2L	-	458876	472200	0.374727	0.367089	0.543946
FBgn0027592	-	2L	+	473013	476170	9.739198	9.540681	14.137220
FBgn0003963	-	2L	+	476220	540560	1.169569	1.513704	2.242981
FBgn0043364	-	2L	-	476446	479688	1.149245	1.125820	1.668221
FBgn0267991	-	2L	+	490835	492649	0.000000	0.000000	0.000000
FBgn0267992	-	2L	-	500873	502236	0.073314	0.071820	0.106421
FBgn0010602	-	2L	-	540599	542580	41.644852	68.569633	101.605331
FBgn0031260	-	2L	-	542786	544653	52.317974	51.251560	75.943703
FBgn0005660	-	2L	-	544925	552923	0.961427	1.696751	2.514217
FBgn0031261	-	2L	+	545129	547096	3.234051	3.168130	4.694482
FBgn0260933	-	2L	-	553742	560310	3.739068	3.983043	5.902006
FBgn0031263	-	2L	+	559612	560523	58.125557	56.940769	84.373871
FBgn0031264	-	2L	-	560568	563819	1.471402	1.686139	2.498492
FBgn0031265	-	2L	+	564163	566472	47.055443	46.096298	68.304718
FBgn0021874	-	2L	-	566366	568121	10.651471	10.434359	15.461457
FBgn0031266	-	2L	+	568340	572907	6.562586	6.428819	9.526115
FBgn0031267	-	2L	-	573033	574264	7.135552	6.990106	10.357821
FBgn0031268	-	2L	+	574291	575734	10.144949	10.529178	15.601957
FBgn0013323	-	2L	-	575711	576896	1.409707	1.793219	2.657161
FBgn0023489	-	2L	+	577486	579549	0.000000	0.000000	0.000000
FBgn0010323	-	2L	-	583540	594685	0.000000	0.000000	0.000000
FBgn0267827	-	2L	+	588048	588784	0.000000	0.000000	0.000000
FBgn0031270	-	2L	+	602813	604430	1.451967	3.230010	4.786174
FBgn0263658	-	2L	-	608340	609134	0.225157	0.220568	0.326833
FBgn0040106	-	2L	-	620298	621201	0.616150	0.603591	0.894391
FBgn0266032	-	2L	+	623107	623665	0.357782	0.350489	0.519349
FBgn0040107	-	2L	+	624617	625556	2.915957	2.856520	4.232744
FBgn0031273	-	2L	+	625652	628200	1.152217	1.128731	1.672535
FBgn0284247	-	2L	-	640013	714983	0.000000	0.000000	0.000000
FBgn0266323	-	2L	+	710568	715307	0.000000	0.000000	0.000000
FBgn0267993	-	2L	-	721985	724833	0.000000	0.000000	0.000000
FBgn0011244	-	2L	+	728362	730564	252.936447	247.780777	367.157379
FBgn0026438	-	2L	-	737212	744395	0.000000	0.000000	0.000000
FBgn0031275	-	2L	+	749945	762399	0.212341	0.311168	0.461084
FBgn0265825	-	2L	+	772514	773093	1.463793	1.433956	2.124812
FBgn0031276	-	2L	+	773547	774017	358.183655	350.882690	519.932068
FBgn0040725	-	2L	+	776536	776941	767.647766	752.000549	1114.301758
FBgn0031277	-	2L	+	779173	779655	485.556946	475.659698	704.824585
FBgn0041250	-	2L	+	780482	782885	0.000000	0.000000	0.000000
FBgn0031279	-	2L	+	784336	788776	27.341671	57.332520	84.954369
FBgn0000442	-	2L	-	786153	790798	2.600718	2.547707	3.775149
FBgn0266797	-	2L	+	799856	800323	0.000000	0.000000	0.000000
FBgn0051658	-	2L	+	810577	811531	12.168582	11.920547	17.663666
FBgn0086130	-	2L	+	811584	813380	2.422055	2.372685	3.515805
FBgn0031281	-	2L	-	813314	815950	8.437500	8.265516	12.247703
FBgn0031282	-	2L	+	815993	818096	0.000000	0.000000	0.000000
FBgn0031283	-	2L	-	816994	817950	6.252232	6.124791	9.075612
FBgn0031284	-	2L	-	818079	819508	1.562044	1.530204	2.267431
FBgn0015621	-	2L	+	819964	821209	11.274478	11.044666	16.365801
FBgn0031285	-	2L	+	821289	824337	47.307861	80.865211	119.824722
FBgn0031286	-	2L	-	824329	825861	5.723384	5.606722	8.307947
FBgn0010583	-	2L	+	825969	833241	34.903881	34.192425	50.665760
FBgn0020304	-	2L	-	833584	851071	16.216663	18.431719	27.311811
FBgn0264869	-	2L	+	850702	851163	6.841324	6.701875	9.930726
FBgn0031287	-	2L	-	851251	852730	23.276337	23.483042	34.796776
FBgn0020545	-	2L	+	852768	854539	63.491661	63.484863	94.070801
FBgn0031288	-	2L	+	855337	856639	37.706676	53.729359	79.615257
FBgn0266884	-	2L	+	857403	860079	0.040717	0.039887	0.059104
FBgn0262177	-	2L	+	857542	857632	0.000000	0.000000	0.000000
FBgn0031289	-	2L	+	860197	861806	0.000000	0.000000	0.000000
FBgn0029095	-	2L	-	861849	868354	30.998840	34.571793	51.227901
FBgn0086031	-	2L	-	865366	865493	0.000000	0.000000	0.000000
FBgn0020305	-	2L	-	868673	869857	25.321520	24.805384	36.756203
FBgn0053526	-	2L	+	870465	877038	4.521002	4.989580	7.393476
FBgn0031292	-	2L	-	877172	885141	21.157530	20.726269	30.711838
FBgn0002936	-	2L	+	877302	878270	0.001093	0.001071	0.001587
FBgn0266887	-	2L	-	897453	898050	0.000000	0.000000	0.000000
FBgn0002563	-	2L	+	898500	901316	3.415060	3.345450	4.957232
FBgn0003916	-	2L	-	901491	901654	0.000000	0.000000	0.000000
FBgn0286735	-	2L	-	901976	902082	0.000000	0.000000	0.000000
FBgn0266799	-	2L	+	904029	904347	0.000000	0.000000	0.000000
FBgn0264870	-	2L	-	912981	913305	79.092308	77.480148	114.808784
FBgn0046113	-	2L	+	914086	917805	19.250666	18.858273	27.943872
FBgn0028481	-	2L	+	922793	958098	0.000000	0.000000	0.000000
FBgn0266036	-	2L	-	987807	991300	0.625652	0.671994	0.995749
FBgn0031294	-	2L	-	1008378	1048053	5.427137	8.018372	11.881488
FBgn0287617	-	2L	+	1019659	1028737	0.000000	0.000000	0.000000
FBgn0031295	-	2L	-	1026105	1026897	465.136810	455.655792	675.183044
FBgn0031296	-	2L	+	1037246	1038685	85.250175	90.450264	134.027679
FBgn0003310	-	2L	-	1049674	1077815	15.079140	19.866255	29.437481
FBgn0015905	-	2L	+	1077948	1080803	12.554462	12.298561	18.223801
FBgn0031298	-	2L	+	1080911	1085380	4.660760	4.569119	6.770444
FBgn0031299	-	2L	-	1083091	1102504	0.374132	0.366506	0.543082
FBgn0261938	-	2L	-	1103254	1108373	8.139466	7.973557	11.815084
FBgn0031301	-	2L	+	1108540	1112694	15.125230	14.816928	21.955475
FBgn0031302	-	2L	+	1112941	1114138	0.000000	0.000000	0.000000
FBgn0016926	-	2L	-	1114654	1128953	14.215058	17.096291	25.332996
FBgn0031304	-	2L	+	1129316	1132411	44.269199	43.366848	64.260269
FBgn0031305	-	2L	-	1132332	1134098	1.742441	1.706924	2.529292
FBgn0031306	-	2L	+	1134693	1141156	0.273365	0.267793	0.396811
FBgn0267281	-	2L	+	1142869	1143216	0.000000	0.000000	0.000000
FBgn0031307	-	2L	+	1143201	1147395	1.598324	1.565745	2.320094
FBgn0283525	-	2L	+	1147822	1149449	2.426904	2.377436	3.522844
FBgn0031309	-	2L	-	1149445	1150677	9.845846	9.645155	14.292028
FBgn0031310	-	2L	+	1150766	1151764	14.459008	14.164286	20.988400
FBgn0261458	-	2L	-	1151678	1158262	22.921263	35.536533	52.657440
FBgn0264267	-	2L	-	1158576	1159355	0.924146	0.905309	1.341471
FBgn0031312	-	2L	+	1158661	1160220	14.779219	14.477970	21.453213
FBgn0031313	-	2L	-	1160290	1163886	4.374856	4.296814	6.366947
FBgn0031314	-	2L	+	1164443	1166425	2.181299	2.136837	3.166329
FBgn0031315	-	2L	+	1166506	1167211	32.628170	31.963100	47.362385
FBgn0024314	-	2L	-	1167172	1170365	92.242516	99.079979	146.815048
FBgn0051922	-	2L	+	1170181	1170789	1.595070	1.562557	2.315371
FBgn0031317	-	2L	-	1170753	1172805	10.846567	10.625479	15.744655
FBgn0031318	-	2L	+	1173009	1177589	1.271028	1.245120	1.844998
FBgn0031319	-	2L	+	1177690	1182454	28.673906	33.847008	50.153927
FBgn0031320	-	2L	-	1182297	1184020	8.687786	8.510700	12.611012
FBgn0031321	-	2L	+	1184065	1185698	3.865262	3.786475	5.610735
FBgn0031322	-	2L	+	1185757	1196807	1.020721	3.843646	5.695449
FBgn0031323	-	2L	-	1198465	1199266	82.751869	81.065117	120.120926
FBgn0263080	-	2L	+	1199412	1199924	6.795321	6.656810	9.863949
FBgn0263081	-	2L	+	1200205	1200663	74.389977	72.873665	107.982971
FBgn0040723	-	2L	+	1200671	1201220	13.041819	15.861831	23.503794
FBgn0031324	-	2L	+	1204215	1205250	0.000000	0.000000	0.000000
FBgn0031327	-	2L	+	1240036	1243018	1.951430	1.911653	2.832656
FBgn0041097	-	2L	+	1256417	1296596	0.117870	0.136347	0.202037
FBgn0011294	-	2L	+	1329161	1329993	0.000000	0.000000	0.000000
FBgn0031331	-	2L	+	1334128	1335514	14.051205	13.764795	20.396442
FBgn0053923	-	2L	-	1341365	1342095	0.000000	0.000000	0.000000
FBgn0053922	-	2L	-	1343443	1344171	0.000000	0.000000	0.000000
FBgn0026141	-	2L	+	1344400	1345135	1425.857300	1605.949585	2379.669189
FBgn0266357	-	2L	-	1345501	1345840	1.158823	1.135202	1.682124
FBgn0266358	-	2L	-	1345965	1346331	18.855585	18.471247	27.370382
FBgn0031332	-	2L	-	1351728	1352868	56.687557	57.520283	85.232582
FBgn0031333	-	2L	-	1352970	1354109	199.505493	195.438919	289.598083
FBgn0051924	-	2L	-	1354101	1354919	13.369961	13.097437	19.407562
FBgn0031335	-	2L	-	1354911	1355924	97.880043	95.884918	142.080658
FBgn0051659	-	2L	-	1358925	1359790	40.358273	40.199444	59.566856
FBgn0053126	-	2L	-	1359837	1361821	236.341141	290.087769	429.847168
FBgn0031337	-	2L	+	1367996	1369050	102.387199	102.082581	151.264252
FBgn0266203	-	2L	-	1380083	1381326	0.000764	0.000748	0.001109
FBgn0002543	-	2L	-	1380086	1420453	0.094121	0.092203	0.136624
FBgn0266202	-	2L	+	1381211	1382796	5.339175	5.230345	7.750237
FBgn0263320	-	2L	+	1428474	1429159	11.368805	12.001238	17.783234
FBgn0263321	-	2L	+	1442627	1443832	4.291874	8.579520	12.712989
FBgn0051928	-	2L	+	1492295	1493859	0.000000	0.000000	0.000000
FBgn0053128	-	2L	+	1494070	1495456	0.000000	0.000000	0.000000
FBgn0051926	-	2L	+	1495460	1497071	0.000000	0.000000	0.000000
FBgn0051661	-	2L	+	1497243	1498583	0.000000	0.000000	0.000000
FBgn0031343	-	2L	-	1498455	1500608	110.143875	118.198898	175.145142
FBgn0031344	-	2L	-	1500784	1502904	2.723809	2.735641	4.053627
FBgn0264873	-	2L	+	1500830	1504204	0.000000	0.000000	0.000000
FBgn0031345	-	2L	-	1516795	1517478	42.014622	41.158226	60.987564
FBgn0001174	-	2L	-	1517533	1518148	0.000000	0.000000	0.000000
FBgn0026398	-	2L	+	1520491	1522156	0.000000	0.000000	0.000000
FBgn0026397	-	2L	+	1522697	1524257	0.000000	0.000000	0.000000
FBgn0261509	-	2L	+	1555129	1609389	0.000000	0.000000	0.000000
FBgn0031347	-	2L	-	1584866	1587155	334.368195	327.552673	485.362030
FBgn0051935	-	2L	-	1594822	1611157	13.446370	13.172289	19.518476
FBgn0031351	-	2L	+	1611410	1612576	5.330461	5.221809	7.737588
FBgn0021906	-	2L	-	1612429	1614160	63.260845	67.412453	99.890648
FBgn0265814	-	2L	-	1618637	1626021	0.000000	0.000000	0.000000
FBgn0267259	-	2L	-	1646932	1647163	0.000000	0.000000	0.000000
FBgn0086758	-	2L	+	1651258	1704682	3.516177	6.524397	9.667742
FBgn0011570	-	2L	+	1704902	1706962	12.440587	15.664632	23.211588
FBgn0031356	-	2L	-	1707132	1710421	31.416206	30.775841	45.603123
FBgn0266311	-	2L	+	1708452	1709244	0.000000	0.000000	0.000000
FBgn0031357	-	2L	+	1710462	1711465	41.007595	40.171726	59.525787
FBgn0086698	-	2L	-	1711302	1715851	0.000000	0.000000	0.000000
FBgn0031359	-	2L	-	1716244	1724388	7.472486	7.384331	10.941978
FBgn0000579	-	2L	-	1724768	1729636	114.119652	181.706573	269.249756
FBgn0260648	-	2L	+	1728732	1729762	2.851249	2.999614	4.444779
FBgn0031360	-	2L	+	1729887	1731070	19.446852	19.050461	28.228653
FBgn0031361	-	2L	-	1731033	1732356	10.831326	10.610547	15.722531
FBgn0264494	-	2L	+	1732524	1750612	0.371941	0.775516	1.149146
FBgn0027597	-	2L	-	1750687	1752122	13.812675	13.531128	20.050198
FBgn0031364	-	2L	+	1752308	1752848	159.345657	156.097672	231.302902
FBgn0041249	-	2L	-	1755253	1756451	0.527704	0.516948	0.766004
FBgn0031365	-	2L	-	1758286	1759093	30.908239	30.278229	44.865768
FBgn0045497	-	2L	+	1784062	1785286	0.000000	0.000000	0.000000
FBgn0045498	-	2L	-	1789141	1790361	0.000000	0.000000	0.000000
FBgn0265138	-	2L	-	1790617	1791823	0.000000	0.000000	0.000000
FBgn0045500	-	2L	-	1792057	1793268	0.000000	0.000000	0.000000
FBgn0045501	-	2L	-	1793668	1794917	0.000000	0.000000	0.000000
FBgn0051933	-	2L	-	1821256	1823331	45.344891	44.420612	65.821716
FBgn0051664	-	2L	-	1824172	1826500	0.000000	0.000000	0.000000
FBgn0031367	-	2L	-	1831627	1832565	297.372162	291.310730	431.659363
FBgn0262275	-	2L	-	1831685	1831799	0.719497	0.715594	1.060356
FBgn0051665	-	2L	+	1836538	1858550	0.000000	0.000000	0.000000
FBgn0264882	-	2L	-	1839494	1839896	22.007444	21.558859	31.945557
FBgn0264883	-	2L	-	1840070	1840808	2.093567	2.050893	3.038979
FBgn0051663	-	2L	-	1858609	1881480	2.675851	2.621990	3.885221
FBgn0031372	-	2L	+	1869803	1871032	348.020325	345.302399	511.663269
FBgn0264884	-	2L	+	1872693	1873511	2.881563	2.822827	4.182818
FBgn0031374	-	2L	+	1884622	1944289	2.272972	10.345922	15.330412
FBgn0011859	-	2L	-	1938089	1938159	0.000000	0.000000	0.000000
FBgn0040719	-	2L	-	1945150	1945709	88.755356	94.281342	139.704498
FBgn0053673	-	2L	-	1945815	1946728	0.000000	0.000000	0.000000
FBgn0031375	-	2L	-	1950239	1970362	0.388028	0.410020	0.607560
FBgn0051942	-	2L	+	1965426	1965498	0.000000	0.000000	0.000000
FBgn0267972	-	2L	+	1973957	1975413	67.367661	66.451752	98.467087
FBgn0031377	-	2L	-	1975463	1980755	0.055892	0.054753	0.081132
FBgn0031378	-	2L	+	1981176	1982099	151.218948	148.136612	219.506332
FBgn0031379	-	2L	+	1982217	1984514	66.870338	65.507301	97.067619
FBgn0001125	-	2L	-	1984512	1987758	210.789017	229.259842	339.713379
FBgn0031381	-	2L	+	1988290	1988940	41.646698	40.797802	60.453491
FBgn0262148	-	2L	+	1989450	1990894	0.000000	0.000000	0.000000
FBgn0043539	-	2L	-	1991381	1992160	6.226960	7.866862	11.656983
FBgn0053543	-	2L	-	1997102	2006313	0.000000	0.000000	0.000000
FBgn0263441	-	2L	+	2000058	2003935	1.255006	1.229425	1.821741
FBgn0040718	-	2L	-	2006763	2007193	0.000000	0.000000	0.000000
FBgn0267276	-	2L	+	2006867	2007688	0.000000	0.000000	0.000000
FBgn0040717	-	2L	+	2008414	2009072	0.000000	0.000000	0.000000
FBgn0051943	-	2L	+	2009155	2009226	0.000000	0.000000	0.000000
FBgn0051944	-	2L	+	2009538	2009609	0.000000	0.000000	0.000000
FBgn0031384	-	2L	+	2009859	2030788	5.819331	28.923391	42.858196
FBgn0051939	-	2L	-	2010646	2010717	0.000000	0.000000	0.000000
FBgn0051940	-	2L	-	2010869	2010940	0.000000	0.000000	0.000000
FBgn0051669	-	2L	-	2013179	2013250	0.000000	0.000000	0.000000
FBgn0286732	-	2L	-	2014449	2014575	0.000000	0.000000	0.000000
FBgn0011860	-	2L	+	2031692	2031762	0.000000	0.000000	0.000000
FBgn0259192	-	2L	-	2032519	2036041	0.083281	0.081583	0.120889
FBgn0259230	-	2L	-	2036409	2037265	0.000000	0.000000	0.000000
FBgn0003557	-	2L	+	2037714	2044372	6.217160	7.941862	11.768118
FBgn0266836	-	2L	-	2044517	2045381	0.000000	0.000000	0.000000
FBgn0028952	-	2L	+	2045494	2048054	4.408928	4.421707	6.552011
FBgn0026396	-	2L	+	2054589	2057967	0.000000	0.000000	0.000000
FBgn0053516	-	2L	-	2058790	2109878	61.293671	60.044304	88.972641
FBgn0031388	-	2L	+	2079919	2081286	27.150124	26.596714	39.410564
FBgn0266043	-	2L	+	2082031	2082347	25.760252	25.235172	37.393055
FBgn0264864	-	2L	+	2083362	2084419	34.526840	33.823067	50.118454
FBgn0031389	-	2L	-	2127309	2129237	0.000000	0.000000	0.000000
FBgn0004507	-	2L	+	2130813	2137296	15.582061	15.414462	22.840891
FBgn0031390	-	2L	-	2137350	2145187	3.337343	3.269317	4.844419
FBgn0031391	-	2L	-	2145297	2147275	12.863660	12.601457	18.672626
FBgn0027509	-	2L	+	2147518	2151664	10.265473	10.056229	14.901151
FBgn0031392	-	2L	+	2151754	2155389	49.182426	52.911888	78.403938
FBgn0031393	-	2L	+	2155753	2156790	0.509869	0.499476	0.740115
FBgn0000097	-	2L	-	2156484	2178754	0.494361	1.187360	1.759410
FBgn0265017	-	2L	+	2181962	2185495	0.000000	0.000000	0.000000
FBgn0264875	-	2L	-	2186975	2187970	13.052208	12.786161	18.946318
FBgn0051946	-	2L	+	2187007	2187079	0.000000	0.000000	0.000000
FBgn0266828	-	2L	-	2188620	2189405	0.000000	0.000000	0.000000
FBgn0031395	-	2L	-	2189914	2192386	15.256620	15.037256	22.281954
FBgn0264874	-	2L	+	2190191	2191272	0.000000	0.000000	0.000000
FBgn0085201	-	2L	-	2192525	2197912	4.428420	4.723879	6.999765
FBgn0051668	-	2L	-	2203721	2206166	0.000000	0.000000	0.000000
FBgn0053124	-	2L	-	2206525	2209102	0.000000	0.000000	0.000000
FBgn0031397	-	2L	-	2209574	2212571	0.000000	0.000000	0.000000
FBgn0010288	-	2L	-	2212738	2214211	243.153015	238.302017	353.111908
FBgn0085203	-	2L	+	2214266	2215167	0.000000	0.000000	0.000000
FBgn0031398	-	2L	-	2214972	2216311	3.086381	3.023470	4.480127
FBgn0040715	-	2L	-	2216503	2217246	0.000000	0.000000	0.000000
FBgn0259717	-	2L	-	2216503	2217246	4.884226	4.784669	7.089843
FBgn0031399	-	2L	+	2217290	2220625	5.292625	5.184744	7.682666
FBgn0031401	-	2L	+	2220748	2225544	40.199772	60.590172	89.781502
FBgn0031403	-	2L	-	2225545	2226294	0.000000	0.000000	0.000000
FBgn0267378	-	2L	+	2226342	2231099	43.876598	46.640137	69.110565
FBgn0264945	-	2L	-	2226753	2227604	0.000000	0.000000	0.000000
FBgn0262126	-	2L	-	2231106	2236844	4.101623	4.018018	5.953832
FBgn0264946	-	2L	+	2236347	2237022	2.593889	2.541017	3.765236
FBgn0051679	-	2L	-	2237076	2238251	93.536804	91.630219	135.776123
FBgn0052463	-	2L	-	2238304	2239384	21.143419	20.712446	30.691357
FBgn0051682	-	2L	-	2239414	2240593	31.694946	31.048899	46.007736
FBgn0264979	-	2L	+	2242378	2245274	1.550871	1.519259	2.251213
FBgn0262106	-	2L	+	2245230	2247383	5.809411	14.366468	21.287992
FBgn0011832	-	2L	-	2250431	2251275	0.000000	0.000000	0.000000
FBgn0042186	-	2L	-	2251510	2252341	0.000000	0.000000	0.000000
FBgn0042187	-	2L	+	2253045	2253852	0.000000	0.000000	0.000000
FBgn0031406	-	2L	-	2254176	2255050	0.000000	0.000000	0.000000
FBgn0266022	-	2L	-	2257635	2258000	0.000000	0.000000	0.000000
FBgn0266023	-	2L	-	2259396	2259730	0.000000	0.000000	0.000000
FBgn0031407	-	2L	+	2263442	2264241	68.663132	71.930717	106.585739
FBgn0054049	-	2L	-	2264231	2265321	7.480438	7.327962	10.858451
FBgn0250841	-	2L	-	2268106	2269140	171.747833	197.226395	292.246765
FBgn0264084	-	2L	-	2271319	2279714	1.039365	4.158750	6.162366
FBgn0264085	-	2L	-	2283705	2285003	4.702655	5.668359	8.399280
FBgn0031409	-	2L	+	2285163	2285926	4.950262	4.849360	7.185699
FBgn0051681	-	2L	-	2285925	2286873	0.000000	0.000000	0.000000
FBgn0261523	-	2L	-	2287025	2287907	8.936663	8.754504	12.972278
FBgn0031410	-	2L	-	2288503	2289416	457.567841	448.241089	664.196106
FBgn0028570	-	2L	-	2290224	2290738	206.017654	216.689148	321.086334
FBgn0051949	-	2L	+	2300103	2300888	27.343510	30.197487	44.746132
FBgn0031412	-	2L	+	2307948	2308872	3.222824	3.157132	4.678185
FBgn0031413	-	2L	-	2308761	2357356	7.603670	7.448682	11.037332
FBgn0031414	-	2L	+	2311680	2358944	0.000000	0.000000	0.000000
FBgn0014010	-	2L	-	2359142	2365273	17.092863	36.155739	53.574966
FBgn0261647	-	2L	+	2365345	2370137	0.959704	0.940142	1.393087
FBgn0031417	-	2L	-	2370152	2371524	3.613507	3.539852	5.245293
FBgn0031418	-	2L	-	2372455	2374627	38.835777	42.661354	63.214878
FBgn0031419	-	2L	+	2374713	2375697	0.371660	0.364084	0.539494
FBgn0266317	-	2L	-	2374955	2375582	1.565989	1.534069	2.273158
FBgn0031420	-	2L	+	2375841	2380506	17.725149	21.553980	31.938324
FBgn0264672	-	2L	+	2381097	2383073	4.487426	4.395957	6.513856
FBgn0031422	-	2L	+	2383202	2384747	0.000000	0.000000	0.000000
